pokedex_number,japanese_name,name,classfication,abilities,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,capture_rate,experience_growth,base_total,hp,attack,defense,sp_attack,sp_defense,speed,percentage_male,height_m,weight_kg,generation,is_legendary
400,Beadaruビーダル,Bibarel,Beaver Pokémon,"['Simple', 'Unaware', 'Moody']",normal,water,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,127,1000000,410,79,85,60,55,60,71,50,1,31.5,4,0
401,Korobohshiコロボーシ,Kricketot,Cricket Pokémon,"['Shed Skin', 'Run Away']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,255,1059860,194,37,25,41,25,41,25,50,0.3,2.2,4,0
402,Korotockコロトック,Kricketune,Cricket Pokémon,"['Swarm', 'Technician']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,45,1059860,384,77,85,51,55,51,65,50,1,25.5,4,0
403,Kolinkコリンク,Shinx,Flash Pokémon,"['Rivalry', 'Intimidate', 'Guts']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,235,1059860,263,45,65,34,40,34,45,50,0.5,9.5,4,0
404,Luxioルクシオ,Luxio,Spark Pokémon,"['Rivalry', 'Intimidate', 'Guts']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,120,1059860,363,60,85,49,60,49,60,50,0.9,30.5,4,0
405,Rentorarレントラー,Luxray,Gleam Eyes Pokémon,"['Rivalry', 'Intimidate', 'Guts']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,45,1059860,523,80,120,79,95,79,70,50,1.4,42,4,0
406,Subomieスボミー,Budew,Bud Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,255,1059860,280,40,30,35,50,70,55,50,0.2,1.2,4,0
407,Roseradeロズレイド,Roserade,Bouquet Pokémon,"['Natural Cure', 'Poison Point', 'Technician']",grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,75,1059860,515,60,70,65,125,105,90,50,0.9,14.5,4,0
408,Zugaidosズガイドス,Cranidos,Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,45,600000,350,67,125,40,30,30,58,88.1,0.9,31.5,4,0
409,Rampaldラムパルド,Rampardos,Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,45,600000,495,97,165,60,65,50,58,88.1,1.6,102.5,4,0
410,Tatetopsタテトプス,Shieldon,Shield Pokémon,"['Sturdy', 'Soundproof']",rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,45,600000,350,30,42,118,42,88,30,88.1,0.5,57,4,0
411,Toridepsトリデプス,Bastiodon,Shield Pokémon,"['Sturdy', 'Soundproof']",rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,45,600000,495,60,52,168,47,138,30,88.1,1.3,149.5,4,0
412,Minomucchiミノムッチ,Burmy,Bagworm Pokémon,"['Shed Skin', 'Overcoat']",bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,120,1000000,224,40,29,45,29,45,36,50,0.2,3.4,4,0
413,Minomadam (kusaki No Mino)ミノマダム,Wormadam,Bagworm Pokémon,"['Anticipation', 'Overcoat']",bug,grass,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,45,1000000,424,60,69,95,69,95,36,0,0.5,6.5,4,0
414,Gamaleガーメイル,Mothim,Moth Pokémon,"['Swarm', 'Tinted Lens']",bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,45,1000000,424,70,94,50,94,50,66,100,0.9,23.3,4,0
415,Mitsuhoneyミツハニー,Combee,Tiny Bee Pokémon,"['Honey Gather', 'Hustle']",bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,120,1059860,244,30,30,42,30,42,70,88.1,0.3,5.5,4,0
416,Beequenビークイン,Vespiquen,Beehive Pokémon,"['Pressure', 'Unnerve']",bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,45,1059860,474,70,80,102,80,102,40,0,1.2,38.5,4,0
417,Pachirisuパチリス,Pachirisu,EleSquirrel Pokémon,"['Run Away', 'Pickup', 'Volt Absorb']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,200,1000000,405,60,45,70,45,90,95,50,0.4,3.9,4,0
418,Buoyselブイゼル,Buizel,Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,190,1000000,330,55,65,35,60,30,85,50,0.7,29.5,4,0
419,Floazelフローゼル,Floatzel,Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,75,1000000,495,85,105,55,85,50,115,50,1.1,33.5,4,0
420,Cherinboチェリンボ,Cherubi,Cherry Pokémon,['Chlorophyll'],grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,190,1000000,275,45,35,45,62,53,35,50,0.4,3.3,4,0
421,Cherrimチェリム,Cherrim,Blossom Pokémon,['Flower Gift'],grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,75,1000000,450,70,60,70,87,78,85,50,0.5,9.3,4,0
422,Karanakushiカラナクシ,Shellos,Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,190,1000000,325,76,48,48,57,62,34,50,0.3,6.3,4,0
423,Tritodonトリトドン,Gastrodon,Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",water,ground,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,75,1000000,475,111,83,68,92,82,39,50,0.9,29.9,4,0
424,Etebothエテボース,Ambipom,Long Tail Pokémon,"['Technician', 'Pickup', 'Skill Link']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,45,800000,482,75,100,66,60,66,115,50,1.2,20.3,4,0
425,Fuwanteフワンテ,Drifloon,Balloon Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",ghost,flying,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,125,1640000,348,90,50,34,60,44,70,50,0.4,1.2,4,0
426,Fuwarideフワライド,Drifblim,Blimp Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",ghost,flying,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,60,1640000,498,150,80,44,90,54,80,50,1.2,15,4,0
427,Mimirolミミロル,Buneary,Rabbit Pokémon,"['Run Away', 'Klutz', 'Limber']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,190,1000000,350,55,66,44,44,56,85,50,0.4,5.5,4,0
428,Mimilopミミロップ,Lopunny,Rabbit Pokémon,"['Cute Charm', 'Klutz', 'Limber']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,60,1000000,580,65,136,94,54,96,135,50,1.2,33.3,4,0
429,Mumargiムウマージ,Mismagius,Magical Pokémon,['Levitate'],ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,45,800000,495,60,60,60,105,105,105,50,0.9,4.4,4,0
430,Dongkarasuドンカラス,Honchkrow,Big Boss Pokémon,"['Insomnia', 'Super Luck', 'Moxie']",dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,30,1059860,505,100,125,52,105,52,71,50,0.9,27.3,4,0
431,Nyarmarニャルマー,Glameow,Catty Pokémon,"['Limber', 'Own Tempo', 'Keen Eye']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,190,800000,310,49,55,42,42,37,85,24.6,0.5,3.9,4,0
432,Bunyattoブニャット,Purugly,Tiger Cat Pokémon,"['Thick Fat', 'Own Tempo', 'Defiant']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,75,800000,452,71,82,64,64,59,112,24.6,1,43.8,4,0
433,Lisyanリーシャン,Chingling,Bell Pokémon,['Levitate'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,120,800000,285,45,30,50,65,50,45,50,0.2,0.6,4,0
434,Skunpuuスカンプー,Stunky,Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,225,1000000,329,63,63,47,41,41,74,50,0.4,19.2,4,0
435,Skutankスカタンク,Skuntank,Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,60,1000000,479,103,93,67,71,61,84,50,1,38,4,0
436,Dohmirrorドーミラー,Bronzor,Bronze Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,255,1000000,300,57,24,86,24,86,23,,0.5,60.5,4,0
437,Dohtakunドータクン,Bronzong,Bronze Bell Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",steel,psychic,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,90,1000000,500,67,89,116,79,116,33,,1.3,187,4,0
438,Usohachiウソハチ,Bonsly,Bonsai Pokémon,"['Sturdy', 'Rock Head', 'Rattled']",rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,255,1000000,290,50,80,95,10,45,10,50,0.5,15,4,0
439,Maneneマネネ,Mime Jr.,Mime Pokémon,"['Soundproof', 'Filter', 'Technician']",psychic,fairy,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,145,1000000,310,20,25,45,70,90,60,50,0.6,13,4,0
440,Pinpukuピンプク,Happiny,Playhouse Pokémon,"['Natural Cure', 'Serene Grace', 'Friend Guard']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,130,800000,220,100,5,5,15,65,30,0,0.6,24.4,4,0
441,Perapペラップ,Chatot,Music Note Pokémon,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,30,1059860,411,76,65,45,92,42,91,50,0.5,1.9,4,0
442,Mikarugeミカルゲ,Spiritomb,Forbidden Pokémon,"['Pressure', 'Infiltrator']",ghost,dark,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,7680,70,100,1000000,485,50,92,108,92,108,35,50,1,108,4,0
443,Fukamaruフカマル,Gible,Land Shark Pokémon,"['Sand Veil', 'Rough Skin']",dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,45,1250000,300,58,70,45,40,45,42,50,0.7,20.5,4,0
444,Gabiteガバイト,Gabite,Cave Pokémon,"['Sand Veil', 'Rough Skin']",dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,45,1250000,410,68,90,65,50,55,82,50,1.4,56,4,0
445,Gaburiasガブリアス,Garchomp,Mach Pokémon,"['Sand Veil', 'Rough Skin']",dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,45,1250000,700,108,170,115,120,95,92,50,1.9,95,4,0
446,Gonbeゴンベ,Munchlax,Big Eater Pokémon,"['Pickup', 'Thick Fat', 'Gluttony']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,70,50,1250000,390,135,85,40,40,85,5,88.1,0.6,105,4,0
447,Rioluリオル,Riolu,Emanation Pokémon,"['Steadfast', 'Inner Focus', 'Prankster']",fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,75,1059860,285,40,70,40,35,40,60,88.1,0.7,20.2,4,0
448,Lucarioルカリオ,Lucario,Aura Pokémon,"['Steadfast', 'Inner Focus', 'Justified']",fighting,steel,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,6400,70,45,1059860,625,70,145,88,140,70,112,88.1,1.2,54,4,0
449,Hippopotasヒポポタス,Hippopotas,Hippo Pokémon,"['Sand Stream', 'Sand Force']",ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,140,1250000,330,68,72,78,38,42,32,50,0.8,49.5,4,0
450,Kabaldonカバルドン,Hippowdon,Heavyweight Pokémon,"['Sand Stream', 'Sand Force']",ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,60,1250000,525,108,112,118,68,72,47,50,2,300,4,0
451,Scorupiスコルピ,Skorupi,Scorpion Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",poison,bug,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,120,1250000,330,40,50,90,30,55,65,50,0.8,12,4,0
452,Dorapionドラピオン,Drapion,Ogre Scorp Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",poison,dark,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,45,1250000,500,70,90,110,60,75,95,50,1.3,61.5,4,0
453,Gureggruグレッグル,Croagunk,Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",poison,fighting,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,2560,100,140,1000000,300,48,61,40,61,40,50,50,0.7,23,4,0
454,Dokurogドクロッグ,Toxicroak,Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",poison,fighting,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,5120,70,75,1000000,490,83,106,65,86,65,85,50,1.3,44.4,4,0
455,Muskippaマスキッパ,Carnivine,Bug Catcher Pokémon,['Levitate'],grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,6400,70,200,1250000,454,74,100,72,90,72,46,50,1.4,27,4,0
456,Keikouoケイコウオ,Finneon,Wing Fish Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,190,600000,330,49,49,56,49,61,66,50,0.4,7,4,0
457,Neolantネオラント,Lumineon,Neon Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,75,600000,460,69,69,76,69,86,91,50,1.2,24,4,0
458,Tamantaタマンタ,Mantyke,Kite Pokémon,"['Swift Swim', 'Water Absorb', 'Water Veil']",water,flying,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,6400,70,25,1250000,345,45,20,50,60,120,50,50,1,65,4,0
459,Yukikaburiユキカブリ,Snover,Frosted Tree Pokémon,"['Snow Warning', 'Soundproof']",grass,ice,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,120,1250000,334,60,62,50,62,60,40,50,1,50.5,4,0
460,Yukinoohユキノオー,Abomasnow,Frosted Tree Pokémon,"['Snow Warning', 'Soundproof']",grass,ice,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,5120,70,60,1250000,594,90,132,105,132,105,30,50,2.2,135.5,4,0
461,Manyulaマニューラ,Weavile,Sharp Claw Pokémon,"['Pressure', 'Pickpocket']",dark,ice,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,5120,35,45,1059860,510,70,120,65,45,85,125,50,1.1,34,4,0
462,Jibacoilジバコイル,Magnezone,Magnet Area Pokémon,"['Magnet Pull', 'Sturdy', 'Analytic']",electric,steel,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,5120,70,30,1000000,535,70,70,115,130,90,60,,1.2,180,4,0
463,Berobeltベロベルト,Lickilicky,Licking Pokémon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,30,1000000,515,110,85,95,80,95,50,50,1.7,140,4,0
464,Dosidonドサイドン,Rhyperior,Drill Pokémon,"['Lightningrod', 'Solid Rock', 'Reckless']",ground,rock,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,5120,70,30,1250000,535,115,140,130,55,55,40,50,2.4,282.8,4,0
465,Mojumboモジャンボ,Tangrowth,Vine Pokémon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,30,1000000,535,100,100,125,110,50,50,50,2,128.6,4,0
466,Elekibleエレキブル,Electivire,Thunderbolt Pokémon,"['Motor Drive', 'Vital Spirit']",electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,6400,70,30,1000000,540,75,123,67,95,85,95,75.4,1.8,138.6,4,0
467,Booburnブーバーン,Magmortar,Blast Pokémon,"['Flame Body', 'Vital Spirit']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,6400,70,30,1000000,540,75,95,67,125,95,83,75.4,1.6,68,4,0
468,Togekissトゲキッス,Togekiss,Jubilee Pokémon,"['Hustle', 'Serene Grace', 'Super Luck']",fairy,flying,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,2560,70,30,800000,545,85,50,95,120,115,80,88.1,1.5,38,4,0
469,Megayanmaメガヤンマ,Yanmega,Ogre Darner Pokémon,"['Speed Boost', 'Tinted Lens', 'Frisk']",bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,5120,70,30,1000000,515,86,76,86,116,56,95,50,1.9,51.5,4,0
470,Leafiaリーフィア,Leafeon,Verdant Pokémon,"['Leaf Guard', 'Chlorophyll']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,8960,35,45,1000000,525,65,110,130,60,65,95,88.1,1,25.5,4,0
471,Glaciaグレイシア,Glaceon,Fresh Snow Pokémon,"['Snow Cloak', 'Ice Body']",ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,8960,35,45,1000000,525,65,60,110,130,95,65,88.1,0.8,25.9,4,0
472,Glionグライオン,Gliscor,Fang Scorp Pokémon,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",ground,flying,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,5120,70,30,1059860,510,75,95,125,45,75,95,50,2,42.5,4,0
473,Mammooマンムー,Mamoswine,Twin Tusk Pokémon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",ice,ground,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,5120,70,50,1250000,530,110,130,80,70,60,80,50,2.5,291,4,0
474,Porygon-zポリゴンＺ,Porygon-Z,Virtual Pokémon,"['Adaptability', 'Download', 'Analytic']",normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,30,1000000,535,85,80,70,135,75,90,,0.9,34,4,0
475,Erureidoエルレイド,Gallade,Blade Pokémon,"['Steadfast', 'Justified']",psychic,fighting,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,5120,35,45,1250000,618,68,165,95,65,115,110,100,1.6,52,4,0
476,Dainoseダイノーズ,Probopass,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",rock,steel,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,5120,70,60,1000000,525,60,55,145,75,150,40,50,1.4,340,4,0
477,Yonoirヨノワール,Dusknoir,Gripper Pokémon,"['Pressure', 'Frisk']",ghost,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,45,800000,525,45,100,135,65,135,45,50,2.2,106.6,4,0
478,Yukimenokoユキメノコ,Froslass,Snow Land Pokémon,"['Snow Cloak', 'Cursed Body']",ice,ghost,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,5120,70,75,1000000,480,70,80,70,80,70,110,0,1.3,26.6,4,0
479,Rotomロトム,Rotom,Plasma Pokémon,['Levitate'],electric,ghost,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,5120,70,45,1000000,520,50,65,107,105,107,86,,0.3,0.3,4,0
480,Yuxieユクシー,Uxie,Knowledge Pokémon,['Levitate'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,3,1250000,580,75,75,130,75,130,95,,0.3,0.3,4,1
481,Emritエムリット,Mesprit,Emotion Pokémon,['Levitate'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,3,1250000,580,80,105,105,105,105,80,,0.3,0.3,4,1
482,Agnomeアグノム,Azelf,Willpower Pokémon,['Levitate'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,20480,140,3,1250000,580,75,125,70,125,70,115,,0.3,0.3,4,1
483,Dialgaディアルガ,Dialga,Temporal Pokémon,"['Pressure', 'Telepathy']",steel,dragon,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,30720,0,3,1250000,680,100,120,120,150,100,90,,5.4,683,4,1
484,Palkiaパルキア,Palkia,Spatial Pokémon,"['Pressure', 'Telepathy']",water,dragon,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,30720,0,3,1250000,680,90,120,100,150,120,100,,4.2,336,4,1
485,Heatranヒードラン,Heatran,Lava Dome Pokémon,"['Flash Fire', 'Flame Body']",fire,steel,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,2560,100,3,1250000,600,91,90,106,130,106,77,50,1.7,430,4,1
486,Regigigasレジギガス,Regigigas,Colossal Pokémon,['Slow Start'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,3,1250000,670,110,160,110,80,110,100,,3.7,420,4,1
487,Giratina (another Forme)ギラティナ,Giratina,Renegade Pokémon,"['Pressure', 'Telepathy', 'Levitate']",ghost,dragon,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,30720,0,3,1250000,680,150,120,100,120,100,90,,4.5,750,4,1
488,Cresseliaクレセリア,Cresselia,Lunar Pokémon,['Levitate'],psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,100,3,1250000,600,120,70,120,75,130,85,0,1.5,85.6,4,1
489,Phioneフィオネ,Phione,Sea Drifter Pokémon,['Hydration'],water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,30,1250000,480,80,80,80,80,80,80,,0.4,3.1,4,0
490,Manaphyマナフィ,Manaphy,Seafaring Pokémon,['Hydration'],water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,2560,70,3,1250000,600,100,100,100,100,100,100,,0.3,1.4,4,1
491,Darkraiダークライ,Darkrai,Pitch-Black Pokémon,['Bad Dreams'],dark,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,30720,0,3,1250000,600,70,90,90,135,90,125,,1.5,50.5,4,1
492,Shaymin (sky Forme)シェイミ,Shaymin,Gratitude Pokémon,"['Natural Cure', 'Serene Grace']",grass,grass,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30720,100,45,1059860,600,100,103,75,120,75,127,,0.2,2.1,4,1
493,Arceusアルセウス,Arceus,Alpha Pokémon,['Multitype'],normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,3,1250000,720,120,120,120,120,120,120,,3.2,320,4,1
494,Victiniビクティニ,Victini,Victory Pokémon,['Victory Star'],psychic,fire,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,30720,100,3,1250000,600,100,100,100,100,100,100,,0.4,4,5,1
495,Tsutarjaツタージャ,Snivy,Grass Snake Pokémon,"['Overgrow', 'Contrary']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,308,45,45,55,45,55,63,88.1,0.6,8.1,5,0
496,Janovyジャノビー,Servine,Grass Snake Pokémon,"['Overgrow', 'Contrary']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,413,60,60,75,60,75,83,88.1,0.8,16,5,0
497,Jalordaジャローダ,Serperior,Regal Pokémon,"['Overgrow', 'Contrary']",grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,45,1059860,528,75,75,95,75,95,113,88.1,3.3,63,5,0
498,Pokabuポカブ,Tepig,Fire Pig Pokémon,"['Blaze', 'Thick Fat']",fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,45,1059860,308,65,63,45,45,45,45,88.1,0.5,9.9,5,0
499,Chaobooチャオブー,Pignite,Fire Pig Pokémon,"['Blaze', 'Thick Fat']",fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,45,1059860,418,90,93,55,70,55,55,88.1,1,55.5,5,0
500,Enbuohエンブオー,Emboar,Mega Fire Pig Pokémon,"['Blaze', 'Reckless']",fire,fighting,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,45,1059860,528,110,123,65,100,65,65,88.1,1.6,150,5,0
